k=0.800,k=0.825,k=0.850,k=0.875,k=0.900,k=0.925,k=0.950,k=0.975,k=1.000,k=1.025,k=1.050,k=1.075,k=1.100,k=1.125,k=1.150,k=1.175,T,Price,Strike
0.665454,0.659764,0.654210,0.648786,0.643489,0.638312,0.633254,0.628310,0.623478,0.618754,0.614136,0.609622,0.605209,0.600896,0.596681,0.592562,1.488780,0.260304,0.928809
0.425609,0.421014,0.416497,0.412052,0.407675,0.403362,0.399110,0.394916,0.390775,0.386686,0.382645,0.378651,0.374702,0.370794,0.366926,0.363097,1.609507,0.469047,1.395605
0.735744,0.734253,0.732814,0.731425,0.730081,0.728781,0.727523,0.726304,0.725122,0.723977,0.722865,0.721786,0.720737,0.719719,0.718729,0.717766,0.881399,0.272886,1.009473
0.795949,0.790742,0.785651,0.780669,0.775791,0.771014,0.766331,0.761740,0.757237,0.752819,0.748482,0.744224,0.740042,0.735934,0.731898,0.727932,0.231903,0.160404,1.033691
0.482698,0.475953,0.469448,0.463200,0.457232,0.451572,0.446248,0.441294,0.436743,0.432626,0.428969,0.425788,0.423091,0.420872,0.419115,0.417794,0.130829,0.006519,0.613574
0.663994,0.662331,0.660739,0.659212,0.657749,0.656344,0.654997,0.653704,0.652461,0.651268,0.650122,0.649020,0.647960,0.646941,0.645962,0.645019,1.856110,0.169700,0.687988
0.709709,0.707837,0.706017,0.704246,0.702523,0.700843,0.699205,0.697607,0.696047,0.694523,0.693034,0.691577,0.690152,0.688757,0.687391,0.686053,1.983388,0.358391,0.983691
0.738368,0.737389,0.736438,0.735513,0.734613,0.733736,0.732881,0.732047,0.731233,0.730437,0.729660,0.728900,0.728157,0.727429,0.726717,0.726018,0.978729,0.503867,1.321387
0.867348,0.867163,0.866985,0.866815,0.866651,0.866493,0.866341,0.866194,0.866053,0.865916,0.865784,0.865657,0.865533,0.865413,0.865298,0.865185,1.135488,0.329345,0.948730
0.792566,0.791503,0.790523,0.789620,0.788790,0.788029,0.787332,0.786695,0.786116,0.785589,0.785114,0.784686,0.784302,0.783961,0.783660,0.783396,0.679250,0.231800,0.958301
0.696388,0.689637,0.683005,0.676486,0.670076,0.663771,0.657568,0.651465,0.645461,0.639553,0.633743,0.628029,0.622411,0.616892,0.611471,0.606152,0.896372,0.170732,0.897949
0.268472,0.260275,0.252195,0.244241,0.236426,0.228769,0.221301,0.214061,0.207106,0.200505,0.194348,0.188734,0.183769,0.179547,0.176130,0.173530,1.970754,0.039033,0.674902
0.588688,0.587247,0.585909,0.584670,0.583523,0.582464,0.581488,0.580591,0.579767,0.579014,0.578327,0.577702,0.577137,0.576627,0.576171,0.575765,1.888865,0.514922,1.282910
0.276290,0.271411,0.266572,0.261768,0.256998,0.252260,0.247555,0.242884,0.238249,0.233655,0.229111,0.224624,0.220207,0.215875,0.211644,0.207535,1.222056,0.189626,1.154785
0.648903,0.648180,0.647525,0.646936,0.646408,0.645936,0.645517,0.645148,0.644826,0.644547,0.644309,0.644110,0.643946,0.643816,0.643718,0.643649,1.478953,0.444307,1.194434
0.536049,0.530546,0.525136,0.519815,0.514577,0.509417,0.504330,0.499313,0.494360,0.489469,0.484635,0.479856,0.475128,0.470450,0.465816,0.461227,1.682037,0.111385,0.642871
0.708896,0.704380,0.700039,0.695869,0.691866,0.688026,0.684347,0.680826,0.677459,0.674244,0.671177,0.668256,0.665477,0.662837,0.660333,0.657961,1.199595,0.169384,0.765723
0.301699,0.301010,0.300348,0.299712,0.299099,0.298509,0.297941,0.297393,0.296864,0.296354,0.295861,0.295385,0.294925,0.294479,0.294049,0.293632,1.355418,0.234931,1.159082
0.565700,0.563992,0.562340,0.560740,0.559190,0.557687,0.556228,0.554813,0.553438,0.552102,0.550803,0.549540,0.548312,0.547116,0.545951,0.544817,1.281016,0.380943,1.210840
0.868748,0.868348,0.867964,0.867595,0.867241,0.866900,0.866572,0.866256,0.865951,0.865657,0.865373,0.865098,0.864832,0.864575,0.864326,0.864085,0.546356,0.140584,0.801660
0.741042,0.737056,0.733154,0.729331,0.725584,0.721907,0.718297,0.714752,0.711267,0.707840,0.704468,0.701149,0.697880,0.694659,0.691484,0.688353,0.551971,0.051867,0.616504
0.305239,0.299367,0.293980,0.289137,0.284901,0.281335,0.278492,0.276407,0.275093,0.274534,0.274685,0.275481,0.276840,0.278674,0.280900,0.283438,1.091970,0.031310,0.751660
0.680266,0.677971,0.675812,0.673782,0.671874,0.670082,0.668402,0.666827,0.665352,0.663973,0.662685,0.661484,0.660365,0.659324,0.658359,0.657464,1.526215,0.232089,0.847754
0.772801,0.770582,0.768431,0.766345,0.764321,0.762354,0.760443,0.758585,0.756777,0.755018,0.753304,0.751635,0.750007,0.748420,0.746872,0.745361,1.906179,0.392954,0.993066
0.600813,0.596253,0.591984,0.588013,0.584346,0.580989,0.577945,0.575215,0.572800,0.570694,0.568892,0.567383,0.566157,0.565198,0.564491,0.564018,0.464467,0.271061,1.178223
0.677470,0.672152,0.666934,0.661810,0.656775,0.651825,0.646954,0.642160,0.637438,0.632785,0.628198,0.623674,0.619210,0.614804,0.610453,0.606155,1.193512,0.133627,0.695215
0.623642,0.623609,0.623577,0.623546,0.623517,0.623488,0.623460,0.623433,0.623407,0.623381,0.623357,0.623333,0.623309,0.623287,0.623264,0.623243,1.725555,0.448810,1.198535
0.836405,0.834761,0.833190,0.831689,0.830254,0.828881,0.827566,0.826308,0.825102,0.823947,0.822839,0.821777,0.820759,0.819782,0.818844,0.817944,0.384918,0.048179,0.646582
0.690938,0.690381,0.689840,0.689316,0.688806,0.688311,0.687829,0.687359,0.686902,0.686457,0.686022,0.685598,0.685183,0.684779,0.684383,0.683996,1.850494,0.382302,1.032324
0.779381,0.778113,0.776909,0.775765,0.774678,0.773644,0.772660,0.771724,0.770834,0.769986,0.769179,0.768410,0.767678,0.766981,0.766316,0.765684,1.081207,0.520327,1.287988
0.642139,0.637819,0.633645,0.629613,0.625718,0.621955,0.618320,0.614811,0.611422,0.608152,0.604996,0.601953,0.599018,0.596190,0.593465,0.590841,1.950633,0.497852,1.258691
0.737150,0.734230,0.731409,0.728682,0.726045,0.723494,0.721024,0.718633,0.716317,0.714073,0.711899,0.709791,0.707747,0.705765,0.703842,0.701977,1.116770,0.415318,1.177051
0.217583,0.210989,0.204564,0.198346,0.192388,0.186762,0.181557,0.176881,0.172855,0.169591,0.167172,0.165629,0.164925,0.164970,0.165644,0.166817,1.346527,0.019649,0.697363
0.663729,0.660738,0.657830,0.655001,0.652246,0.649563,0.646948,0.644398,0.641910,0.639482,0.637110,0.634793,0.632528,0.630314,0.628148,0.626029,1.997426,0.544949,1.306738
0.334824,0.331839,0.329100,0.326617,0.324397,0.322448,0.320774,0.319378,0.318256,0.317402,0.316807,0.316455,0.316331,0.316415,0.316689,0.317131,0.137848,0.096795,1.065918
0.704853,0.699378,0.694023,0.688783,0.683653,0.678629,0.673708,0.668885,0.664159,0.659527,0.654986,0.650533,0.646167,0.641887,0.637690,0.633575,1.504690,0.263234,0.917480
0.764618,0.760272,0.756068,0.752001,0.748067,0.744261,0.740580,0.737019,0.733576,0.730248,0.727031,0.723923,0.720922,0.718024,0.715228,0.712531,0.450429,0.383752,1.295215
0.384586,0.377790,0.371137,0.364649,0.358354,0.352291,0.346508,0.341063,0.336018,0.331439,0.327384,0.323898,0.321004,0.318702,0.316968,0.315760,0.448558,0.037901,0.927832
0.628327,0.623107,0.618037,0.613114,0.608336,0.603701,0.599208,0.594857,0.590647,0.586578,0.582650,0.578863,0.575217,0.571711,0.568346,0.565121,0.682526,0.079717,0.758105
0.746701,0.743524,0.740448,0.737469,0.734581,0.731780,0.729064,0.726429,0.723871,0.721388,0.718977,0.716634,0.714359,0.712148,0.709999,0.707911,0.605316,0.297690,1.122363
0.512868,0.509431,0.506144,0.503003,0.500001,0.497135,0.494401,0.491793,0.489309,0.486945,0.484696,0.482560,0.480532,0.478610,0.476789,0.475067,1.466319,0.090455,0.697559
0.606659,0.602199,0.597883,0.593706,0.589664,0.585753,0.581968,0.578308,0.574767,0.571345,0.568037,0.564842,0.561756,0.558777,0.555903,0.553132,1.328278,0.173569,0.841504
0.680359,0.677512,0.674740,0.672040,0.669408,0.666842,0.664337,0.661892,0.659503,0.657169,0.654887,0.652654,0.650470,0.648332,0.646239,0.644189,0.858938,0.471686,1.351270
0.402126,0.395987,0.389932,0.383956,0.378052,0.372218,0.366448,0.360741,0.355092,0.349499,0.343960,0.338474,0.333039,0.327653,0.322317,0.317030,1.735382,0.173180,0.961035
0.758523,0.758352,0.758209,0.758092,0.757999,0.757929,0.757878,0.757847,0.757833,0.757835,0.757852,0.757883,0.757928,0.757984,0.758052,0.758130,1.894012,0.666977,1.349316
0.636105,0.635738,0.635385,0.635044,0.634716,0.634399,0.634093,0.633797,0.633510,0.633233,0.632964,0.632703,0.632450,0.632204,0.631966,0.631734,1.520131,0.171177,0.768066
0.816495,0.811162,0.805971,0.800917,0.795995,0.791203,0.786535,0.781988,0.777561,0.773249,0.769052,0.764965,0.760989,0.757119,0.753356,0.749697,0.965159,0.401814,1.187598
0.809003,0.807967,0.806970,0.806008,0.805080,0.804183,0.803317,0.802479,0.801667,0.800882,0.800120,0.799382,0.798666,0.797970,0.797295,0.796639,0.943634,0.474494,1.225098
0.560997,0.560707,0.560435,0.560181,0.559944,0.559723,0.559516,0.559323,0.559143,0.558974,0.558817,0.558671,0.558535,0.558408,0.558290,0.558180,0.150014,0.230483,1.203809
0.694145,0.693941,0.693743,0.693552,0.693367,0.693187,0.693013,0.692843,0.692679,0.692519,0.692363,0.692211,0.692063,0.691919,0.691778,0.691641,1.798086,0.388044,1.038770
0.517281,0.512086,0.506999,0.502013,0.497125,0.492330,0.487623,0.483001,0.478460,0.473997,0.469609,0.465294,0.461048,0.456870,0.452758,0.448709,1.842072,0.372249,1.216699
0.355200,0.347162,0.339215,0.331352,0.323569,0.315864,0.308235,0.300680,0.293202,0.285804,0.278490,0.271269,0.264152,0.257154,0.250294,0.243594,1.461171,0.247512,1.196973
0.345672,0.339956,0.334532,0.329445,0.324751,0.320507,0.316770,0.313595,0.311019,0.309064,0.307729,0.306987,0.306795,0.307093,0.307814,0.308892,0.610463,0.011139,0.649707
0.716005,0.715795,0.715605,0.715435,0.715282,0.715145,0.715024,0.714917,0.714823,0.714741,0.714671,0.714611,0.714562,0.714522,0.714491,0.714468,0.956736,0.097740,0.670996
0.756458,0.755106,0.753791,0.752512,0.751266,0.750053,0.748869,0.747714,0.746586,0.745484,0.744407,0.743354,0.742323,0.741313,0.740325,0.739356,1.210826,0.230843,0.844043
0.821544,0.818782,0.816090,0.813465,0.810902,0.808400,0.805954,0.803562,0.801221,0.798929,0.796684,0.794484,0.792326,0.790210,0.788133,0.786094,0.733999,0.092150,0.617090
0.532316,0.530172,0.528104,0.526107,0.524180,0.522317,0.520517,0.518777,0.517095,0.515467,0.513892,0.512368,0.510892,0.509463,0.508080,0.506740,1.941742,0.115869,0.699512
0.431531,0.428432,0.425395,0.422416,0.419493,0.416623,0.413802,0.411028,0.408300,0.405614,0.402969,0.400363,0.397794,0.395261,0.392762,0.390296,0.982005,0.060904,0.744238
0.817459,0.816486,0.815540,0.814620,0.813725,0.812853,0.812003,0.811174,0.810364,0.809574,0.808802,0.808046,0.807308,0.806585,0.805877,0.805183,0.503774,0.228664,0.999121
0.681738,0.679072,0.676579,0.674253,0.672086,0.670073,0.668207,0.666483,0.664893,0.663433,0.662096,0.660877,0.659770,0.658770,0.657871,0.657068,1.003062,0.181389,0.858496
0.349053,0.341235,0.333718,0.326529,0.319701,0.313273,0.307288,0.301791,0.296828,0.292443,0.288670,0.285529,0.283027,0.281151,0.279869,0.279137,1.539785,0.386181,1.353223
0.798661,0.797080,0.795565,0.794113,0.792720,0.791383,0.790099,0.788865,0.787679,0.786538,0.785440,0.784384,0.783367,0.782387,0.781442,0.780532,0.386790,0.141581,0.883301
0.350265,0.348365,0.346669,0.345177,0.343884,0.342786,0.341879,0.341156,0.340607,0.340226,0.340001,0.339922,0.339978,0.340160,0.340455,0.340853,1.468658,0.357401,1.273926
0.615391,0.613939,0.612558,0.611243,0.609991,0.608800,0.607665,0.606584,0.605554,0.604572,0.603637,0.602746,0.601896,0.601087,0.600316,0.599581,1.869680,0.306141,0.996777
0.489287,0.481594,0.474035,0.466615,0.459345,0.452240,0.445319,0.438610,0.432146,0.425964,0.420107,0.414621,0.409548,0.404925,0.400778,0.397120,0.256704,0.160073,1.123145
0.821727,0.819449,0.817255,0.815141,0.813103,0.811137,0.809239,0.807407,0.805637,0.803927,0.802274,0.800675,0.799129,0.797633,0.796186,0.794784,1.239838,0.144381,0.633887
0.733943,0.728962,0.724148,0.719497,0.715004,0.710666,0.706477,0.702434,0.698534,0.694774,0.691150,0.687659,0.684298,0.681065,0.677956,0.674969,1.206614,0.156577,0.714355
0.403302,0.398700,0.394171,0.389713,0.385323,0.380999,0.376740,0.372544,0.368410,0.364339,0.360330,0.356385,0.352504,0.348688,0.344940,0.341262,1.442922,0.423013,1.375098
0.644816,0.642624,0.640562,0.638623,0.636803,0.635095,0.633493,0.631992,0.630587,0.629274,0.628048,0.626904,0.625839,0.624850,0.623931,0.623080,1.400808,0.383536,1.137207
0.629335,0.628264,0.627323,0.626506,0.625805,0.625213,0.624726,0.624335,0.624035,0.623821,0.623686,0.623626,0.623635,0.623708,0.623840,0.624028,0.409719,0.039040,0.645801
0.757748,0.757500,0.757260,0.757027,0.756801,0.756581,0.756367,0.756160,0.755957,0.755760,0.755568,0.755380,0.755197,0.755018,0.754843,0.754672,1.654429,0.469095,1.120410
0.555520,0.548192,0.541062,0.534134,0.527417,0.520921,0.514654,0.508628,0.502854,0.497344,0.492108,0.487156,0.482498,0.478141,0.474089,0.470345,1.120514,0.165359,0.921973
0.363896,0.360283,0.356750,0.353293,0.349911,0.346600,0.343358,0.340184,0.337076,0.334033,0.331054,0.328137,0.325283,0.322490,0.319758,0.317087,1.250132,0.368012,1.329395
0.841751,0.840428,0.839149,0.837910,0.836709,0.835544,0.834414,0.833316,0.832249,0.831211,0.830201,0.829217,0.828259,0.827325,0.826415,0.825526,1.324066,0.612469,1.339941
0.654484,0.648868,0.643368,0.637977,0.632692,0.627509,0.622423,0.617433,0.612534,0.607726,0.603005,0.598371,0.593822,0.589357,0.584974,0.580674,0.884206,0.224540,1.019238
0.624719,0.622674,0.620821,0.619152,0.617656,0.616326,0.615154,0.614130,0.613247,0.612497,0.611873,0.611366,0.610971,0.610679,0.610484,0.610381,1.764394,0.113221,0.636230
0.649226,0.648442,0.647685,0.646953,0.646244,0.645559,0.644895,0.644251,0.643626,0.643019,0.642430,0.641857,0.641300,0.640758,0.640230,0.639716,0.867828,0.136939,0.843457
0.742608,0.739768,0.736997,0.734290,0.731646,0.729059,0.726529,0.724051,0.721623,0.719244,0.716910,0.714620,0.712372,0.710165,0.707996,0.705864,1.214569,0.504471,1.300879
0.520622,0.516404,0.512447,0.508748,0.505305,0.502115,0.499173,0.496475,0.494016,0.491789,0.489789,0.488007,0.486436,0.485066,0.483889,0.482895,1.425608,0.503836,1.374316
0.548091,0.544899,0.541855,0.538952,0.536186,0.533549,0.531038,0.528647,0.526372,0.524208,0.522151,0.520197,0.518342,0.516582,0.514914,0.513334,1.926768,0.208693,0.874707
0.720629,0.718438,0.716306,0.714230,0.712205,0.710231,0.708304,0.706421,0.704582,0.702783,0.701023,0.699300,0.697613,0.695961,0.694340,0.692752,1.062490,0.236278,0.933301
0.793445,0.792420,0.791430,0.790473,0.789546,0.788649,0.787779,0.786935,0.786116,0.785321,0.784548,0.783796,0.783065,0.782354,0.781660,0.780985,0.821971,0.135192,0.726270
0.323121,0.321610,0.320214,0.318929,0.317751,0.316675,0.315699,0.314817,0.314027,0.313323,0.312702,0.312161,0.311694,0.311299,0.310970,0.310705,1.335297,0.081980,0.879590
0.702494,0.701509,0.700565,0.699657,0.698785,0.697947,0.697140,0.696363,0.695614,0.694892,0.694195,0.693523,0.692873,0.692246,0.691639,0.691053,0.510325,0.359974,1.238770
0.583367,0.581270,0.579257,0.577322,0.575463,0.573675,0.571956,0.570303,0.568712,0.567181,0.565708,0.564291,0.562926,0.561612,0.560347,0.559129,1.878571,0.225535,0.876855
0.774952,0.769600,0.764360,0.759227,0.754195,0.749260,0.744416,0.739659,0.734986,0.730393,0.725877,0.721435,0.717063,0.712759,0.708522,0.704347,1.267446,0.566135,1.392090
0.803611,0.803281,0.802961,0.802650,0.802347,0.802053,0.801766,0.801487,0.801214,0.800949,0.800689,0.800436,0.800188,0.799946,0.799709,0.799477,0.445282,0.125893,0.836230
0.643955,0.637765,0.631713,0.625795,0.620010,0.614355,0.608830,0.603434,0.598170,0.593037,0.588038,0.583175,0.578451,0.573868,0.569431,0.565141,0.507050,0.082566,0.833691
0.734527,0.734478,0.734430,0.734383,0.734338,0.734294,0.734252,0.734211,0.734170,0.734131,0.734093,0.734056,0.734020,0.733984,0.733950,0.733916,0.252024,0.153955,1.019629
0.673855,0.672952,0.672075,0.671224,0.670398,0.669594,0.668812,0.668051,0.667310,0.666587,0.665882,0.665194,0.664522,0.663865,0.663223,0.662596,1.258087,0.291366,1.007715
0.702405,0.698545,0.694768,0.691070,0.687447,0.683895,0.680410,0.676989,0.673630,0.670329,0.667083,0.663891,0.660750,0.657658,0.654613,0.651613,1.330149,0.266675,0.936035
0.615957,0.614868,0.613810,0.612780,0.611778,0.610802,0.609850,0.608921,0.608015,0.607129,0.606264,0.605417,0.604590,0.603779,0.602985,0.602208,0.565542,0.053162,0.726465
0.652796,0.651200,0.649686,0.648247,0.646882,0.645584,0.644351,0.643180,0.642066,0.641008,0.640001,0.639044,0.638135,0.637270,0.636447,0.635666,1.462575,0.135174,0.695996
0.520448,0.518563,0.516775,0.515078,0.513470,0.511945,0.510501,0.509132,0.507837,0.506612,0.505453,0.504358,0.503324,0.502349,0.501429,0.500562,0.850515,0.139983,0.938184
0.459687,0.458293,0.456979,0.455742,0.454577,0.453482,0.452453,0.451488,0.450583,0.449737,0.448945,0.448207,0.447519,0.446879,0.446285,0.445735,0.645559,0.316923,1.235059
0.189299,0.188928,0.188577,0.188243,0.187926,0.187625,0.187339,0.187068,0.186810,0.186565,0.186332,0.186111,0.185901,0.185701,0.185512,0.185332,0.324554,-0.008280,0.785449
0.712152,0.710728,0.709383,0.708114,0.706915,0.705784,0.704716,0.703708,0.702757,0.701860,0.701014,0.700217,0.699466,0.698759,0.698093,0.697468,0.572093,0.152302,0.879395
0.461550,0.454002,0.446528,0.439121,0.431773,0.424479,0.417233,0.410031,0.402867,0.395739,0.388644,0.381580,0.374546,0.367541,0.360567,0.353626,0.718089,0.100226,0.914941
0.756427,0.753038,0.749767,0.746610,0.743560,0.740613,0.737766,0.735014,0.732354,0.729781,0.727294,0.724888,0.722562,0.720312,0.718135,0.716029,0.668955,0.444443,1.308496
0.776899,0.776488,0.776089,0.775702,0.775325,0.774959,0.774602,0.774255,0.773916,0.773585,0.773263,0.772947,0.772639,0.772338,0.772044,0.771755,0.590342,0.144576,0.834863
0.782592,0.782032,0.781491,0.780970,0.780467,0.779980,0.779509,0.779053,0.778611,0.778182,0.777767,0.777363,0.776971,0.776589,0.776218,0.775857,0.814016,0.363826,1.153613
0.571571,0.561989,0.552433,0.542892,0.533353,0.523807,0.514243,0.504652,0.495023,0.485348,0.475619,0.465828,0.455967,0.446031,0.436013,0.425908,1.314240,0.155509,0.812988
0.364472,0.363105,0.361780,0.360495,0.359249,0.358038,0.356862,0.355718,0.354605,0.353523,0.352469,0.351442,0.350442,0.349467,0.348516,0.347588,0.790619,0.394798,1.371387
0.548685,0.548367,0.548059,0.547760,0.547470,0.547188,0.546913,0.546645,0.546385,0.546131,0.545883,0.545641,0.545405,0.545174,0.544948,0.544727,1.760183,0.526542,1.330957
0.848025,0.847837,0.847655,0.847479,0.847307,0.847141,0.846979,0.846822,0.846669,0.846520,0.846374,0.846232,0.846094,0.845958,0.845826,0.845697,1.771413,0.554469,1.175098
0.431632,0.424488,0.417399,0.410359,0.403363,0.396409,0.389494,0.382619,0.375785,0.368999,0.362269,0.355608,0.349036,0.342577,0.336264,0.330135,0.185109,0.370516,1.372949
0.833236,0.829299,0.825448,0.821677,0.817982,0.814358,0.810804,0.807313,0.803885,0.800515,0.797201,0.793940,0.790731,0.787569,0.784454,0.781384,0.542613,0.229775,1.010840
0.773744,0.772153,0.770611,0.769116,0.767666,0.766258,0.764890,0.763559,0.762265,0.761005,0.759777,0.758581,0.757414,0.756276,0.755165,0.754080,1.360097,0.276954,0.903418
0.359400,0.351819,0.344648,0.337968,0.331876,0.326479,0.321886,0.318195,0.315478,0.313763,0.313027,0.313200,0.314175,0.315826,0.318025,0.320652,0.611399,0.395391,1.373340
0.270420,0.265833,0.261677,0.257993,0.254818,0.252187,0.250126,0.248646,0.247747,0.247408,0.247592,0.248253,0.249334,0.250777,0.252522,0.254517,1.589854,0.133755,1.033105
0.647939,0.646235,0.644585,0.642986,0.641436,0.639930,0.638469,0.637048,0.635667,0.634323,0.633015,0.631741,0.630500,0.629290,0.628110,0.626959,0.760671,0.312114,1.167676
0.760474,0.758721,0.757023,0.755378,0.753782,0.752233,0.750729,0.749267,0.747845,0.746461,0.745114,0.743802,0.742523,0.741275,0.740059,0.738871,1.648346,0.442314,1.117285
0.674780,0.668154,0.661619,0.655169,0.648796,0.642494,0.636258,0.630081,0.623959,0.617887,0.611860,0.605872,0.599921,0.594002,0.588110,0.582242,0.733531,0.107964,0.753418
0.845420,0.842367,0.839393,0.836495,0.833669,0.830911,0.828217,0.825586,0.823013,0.820496,0.818032,0.815620,0.813257,0.810941,0.808671,0.806444,0.937551,0.309135,0.978027
0.242277,0.238299,0.234478,0.230833,0.227393,0.224191,0.221265,0.218656,0.216405,0.214544,0.213091,0.212049,0.211401,0.211114,0.211146,0.211451,0.354502,-0.004481,0.696973
0.692376,0.687667,0.683073,0.678588,0.674206,0.669924,0.665736,0.661638,0.657627,0.653699,0.649851,0.646079,0.642381,0.638754,0.635196,0.631704,1.787791,0.431199,1.164355
0.410721,0.408239,0.405934,0.403802,0.401839,0.400040,0.398400,0.396913,0.395575,0.394380,0.393322,0.392395,0.391592,0.390908,0.390336,0.389871,1.422801,0.213442,1.049707
0.590677,0.588635,0.586642,0.584695,0.582792,0.580930,0.579108,0.577323,0.575573,0.573858,0.572175,0.570523,0.568900,0.567306,0.565739,0.564198,1.403147,0.198384,0.877051
0.471701,0.466043,0.460578,0.455309,0.450241,0.445379,0.440729,0.436295,0.432084,0.428100,0.424349,0.420832,0.417554,0.414514,0.411711,0.409145,0.752716,0.259885,1.174512
0.435554,0.432825,0.430164,0.427566,0.425029,0.422551,0.420127,0.417757,0.415438,0.413168,0.410945,0.408767,0.406634,0.404542,0.402492,0.400481,0.469615,0.073809,0.876660
0.459078,0.457278,0.455610,0.454069,0.452651,0.451352,0.450167,0.449092,0.448122,0.447253,0.446480,0.445799,0.445206,0.444695,0.444262,0.443903,0.174347,0.271133,1.258887
0.308872,0.301098,0.293328,0.285564,0.277812,0.270092,0.262436,0.254899,0.247561,0.240534,0.233959,0.227998,0.222803,0.218487,0.215093,0.212590,0.480377,0.314806,1.300488
